PeriodStartUTC0,TemperatureAir,RelativeHumidity,NetRadiation,PAR,CMP,CMPRefl,TemperatureSoil5cm,TemperatureSoil10cm,TemperatureSoil30cm,SoilMoisture
2020-04-01T00:00:00.000000Z,3.44,55.3,-61.63,0.01,-5.92,-1.36,0.23,0.51,0.58,0.3729337518072158
2020-04-01T00:30:00.000000Z,2.96,50.8,-61.84,-0.05,-6.11,-1.55,0.23,0.51,0.58,0.3729337518072158
2020-04-01T01:00:00.000000Z,2.85,49.3,-62.45,-0.06,-5.68,-1.36,0.23,0.51,0.58,0.3729337518072158
2020-04-01T01:30:00.000000Z,2.09,51.2,-48.67,0.03,-5.45,-1.53,0.23,0.5,0.58,0.3729337518072158
2020-04-01T02:00:00.000000Z,1.93,50.7,-54.71,-0.1,-5.86,-1.55,0.23,0.5,0.57,0.3729337518072158
2020-04-01T02:30:00.000000Z,1.36,51.9,-52.35,-0.13,-6.04,-1.72,0.23,0.5,0.57,0.3729337518072158
2020-04-01T03:00:00.000000Z,1.53,50.0,-42.2,0.21,-4.53,-1.43,0.22,0.5,0.57,0.3729337518072158
2020-04-01T03:30:00.000000Z,1.55,50.0,-43.98,5.89,-2.03,0.24,0.23,0.5,0.57,0.3729337518072158
2020-04-01T04:00:00.000000Z,2.04,51.3,-52.95,34.59,8.19,6.63,0.22,0.5,0.57,0.3729337518072158
2020-04-01T04:30:00.000000Z,2.34,53.1,-53.37,109.64,53.56,29.25,0.22,0.49,0.56,0.3729337518072158
2020-04-01T05:00:00.000000Z,2.88,58.5,-61.6,243.02,127.36,67.8,0.23,0.48,0.56,0.3729337518072158
2020-04-01T05:30:00.000000Z,3.37,60.7,-60.08,393.3,198.25,104.94,0.23,0.49,0.56,0.3729337518072158
2020-04-01T06:00:00.000000Z,3.81,60.9,-36.2,483.42,242.13,129.55,0.24,0.49,0.56,0.3729337518072158
2020-04-01T06:30:00.000000Z,4.15,59.2,-7.08,599.72,307.83,167.84,0.24,0.48,0.56,0.3722222255482732
2020-04-01T07:00:00.000000Z,4.39,59.1,30.89,587.01,297.32,157.29,0.24,0.48,0.56,0.3722222255482732
2020-04-01T07:30:00.000000Z,4.72,57.0,100.4,791.94,411.75,203.47,0.24,0.48,0.56,0.3722222255482732
2020-04-01T08:00:00.000000Z,5.22,55.4,133.46,845.57,441.81,195.14,0.25,0.47,0.56,0.3722222255482732
2020-04-01T08:30:00.000000Z,5.49,53.0,220.35,997.37,525.83,202.06,0.26,0.48,0.55,0.3722222255482732
2020-04-01T09:00:00.000000Z,5.46,52.0,253.84,1004.95,537.15,168.24,0.28,0.48,0.55,0.3722222255482732
2020-04-01T09:30:00.000000Z,5.93,48.9,317.88,1135.33,608.5,147.94,0.3,0.49,0.55,0.3722222255482732
2020-04-01T10:00:00.000000Z,5.91,49.2,324.63,1087.33,579.9,112.21,0.3,0.49,0.55,0.3722222255482732
2020-04-01T10:30:00.000000Z,5.8,47.8,313.53,1034.69,548.2,91.94,0.3,0.49,0.55,0.3729337518072158
2020-04-01T11:00:00.000000Z,6.08,49.2,309.37,1021.83,536.45,83.25,0.33,0.5,0.57,0.3867524169623433
2020-04-01T11:30:00.000000Z,6.21,49.0,311.72,1035.32,540.65,82.01,0.38,0.53,0.6,0.4036189637593872
2020-04-01T12:00:00.000000Z,6.59,47.6,304.73,1014.61,530.64,81.66,0.48,0.57,0.65,0.4166384821623761
2020-04-01T12:30:00.000000Z,6.37,43.3,269.21,938.29,487.07,78.0,0.64,0.64,0.71,0.4225762260408925
2020-04-01T13:00:00.000000Z,6.51,43.2,226.3,852.92,437.47,72.95,0.84,0.74,0.79,0.4243027194678448
2020-04-01T13:30:00.000000Z,6.07,44.9,155.49,679.07,336.36,58.25,1.06,0.85,0.88,0.4251711769279076
2020-04-01T14:00:00.000000Z,5.76,46.7,142.64,655.24,325.5,62.65,1.28,0.96,0.97,0.4243027194678448
2020-04-01T14:30:00.000000Z,5.26,53.3,90.92,532.39,256.57,60.31,1.45,1.07,1.06,0.4243027194678448
2020-04-01T15:00:00.000000Z,4.83,56.6,44.69,395.72,188.5,52.13,1.57,1.18,1.15,0.42343775022465513
2020-04-01T15:30:00.000000Z,4.7,55.1,5.03,249.16,119.69,38.76,1.61,1.27,1.23,0.4225762260408925
2020-04-01T16:00:00.000000Z,3.49,50.7,-48.68,81.03,24.89,4.2,1.56,1.35,1.29,0.4217181041856537
2020-04-01T16:30:00.000000Z,2.34,52.6,-51.67,39.25,10.09,1.55,1.47,1.4,1.34,0.42086334235218725
2020-04-01T17:00:00.000000Z,0.86,58.0,-50.9,10.86,-1.31,-0.17,1.37,1.41,1.37,0.42001189865547817
2020-04-01T17:30:00.000000Z,-0.22,61.1,-45.61,0.45,-4.1,-0.32,1.26,1.4,1.39,0.41916373162984266
2020-04-01T18:00:00.000000Z,-0.33,65.9,-14.63,0.09,-1.12,0.12,1.17,1.39,1.39,0.41831880022654255
2020-04-01T18:30:00.000000Z,-0.23,72.4,-13.19,-0.03,-1.1,0.06,1.1,1.36,1.38,0.41831880022654255
2020-04-01T19:00:00.000000Z,-0.27,71.1,-18.61,-0.02,-1.73,0.04,1.04,1.33,1.37,0.41747706381139293
2020-04-01T19:30:00.000000Z,0.36,69.9,-12.29,-0.2,-1.05,-0.04,0.99,1.3,1.35,0.41747706381139293
2020-04-01T20:00:00.000000Z,1.09,73.0,-6.8,-0.22,-0.42,-0.12,0.96,1.27,1.33,0.4166384821623761
2020-04-01T20:30:00.000000Z,1.68,71.7,-17.37,-0.04,-1.46,-0.22,0.93,1.25,1.31,0.4166384821623761
2020-04-01T21:00:00.000000Z,1.82,71.3,-22.6,-0.05,-1.96,-0.28,0.9,1.23,1.29,0.41580301546727405
2020-04-01T21:30:00.000000Z,1.84,73.8,-20.71,0.01,-1.74,-0.26,0.88,1.21,1.27,0.41580301546727405
2020-04-01T22:00:00.000000Z,1.56,76.4,-24.13,-0.07,-2.58,-0.44,0.86,1.19,1.24,0.41580301546727405
2020-04-01T22:30:00.000000Z,1.85,79.8,-19.99,-0.09,-1.74,-0.31,0.83,1.17,1.22,0.41580301546727405
2020-04-01T23:00:00.000000Z,1.97,81.3,-15.41,-0.09,-1.4,-0.39,0.81,1.15,1.21,0.41580301546727405
2020-04-01T23:30:00.000000Z,1.51,80.5,-28.64,0.01,-2.68,-0.5,0.79,1.13,1.19,0.4149706243212905
2020-04-02T00:00:00.000000Z,1.26,74.7,-24.54,-0.1,-2.15,-0.38,0.76,1.11,1.17,0.41580301546727405
2020-04-02T00:30:00.000000Z,1.36,82.2,-8.61,0.09,-0.81,-0.14,0.74,1.1,1.15,0.4149706243212905
2020-04-02T01:00:00.000000Z,1.92,84.3,-7.04,-0.03,-1.03,-0.29,0.73,1.08,1.13,0.4149706243212905
2020-04-02T01:30:00.000000Z,2.53,80.4,-13.92,-0.13,-1.59,-0.47,0.72,1.07,1.12,0.41414126972468734
2020-04-02T02:00:00.000000Z,2.69,81.0,-5.73,0.05,-0.68,-0.04,0.72,1.05,1.1,0.41414126972468734
2020-04-02T02:30:00.000000Z,2.68,85.2,-3.6,-0.12,-0.69,0.03,0.72,1.04,1.09,0.41414126972468734
2020-04-02T03:00:00.000000Z,3.16,84.3,-12.1,0.11,-0.8,0.28,0.73,1.03,1.07,0.41414126972468734
2020-04-02T03:30:00.000000Z,2.95,84.1,-8.81,3.47,0.71,0.41,0.74,1.03,1.06,0.41414126972468734
2020-04-02T04:00:00.000000Z,3.11,82.0,-6.6,23.95,11.43,2.35,0.75,1.03,1.05,0.4133149130804199
2020-04-02T04:30:00.000000Z,3.21,82.2,-1.32,57.66,27.38,4.47,0.78,1.03,1.05,0.4133149130804199
2020-04-02T05:00:00.000000Z,3.34,87.8,11.91,109.3,51.66,7.43,0.83,1.03,1.04,0.4133149130804199
2020-04-02T05:30:00.000000Z,3.81,85.2,17.96,212.36,100.6,15.07,0.95,1.04,1.04,0.4133149130804199
2020-04-02T06:00:00.000000Z,4.51,85.2,29.15,420.81,213.85,32.1,1.19,1.07,1.04,0.4133149130804199
2020-04-02T06:30:00.000000Z,4.79,81.2,78.67,428.55,212.6,31.14,1.49,1.14,1.05,0.4133149130804199
2020-04-02T07:00:00.000000Z,4.71,81.1,52.93,236.71,110.32,14.56,1.9,1.25,1.07,0.4133149130804199
2020-04-02T07:30:00.000000Z,5.13,78.6,102.58,384.52,184.99,25.15,2.26,1.4,1.09,0.4133149130804199
2020-04-02T08:00:00.000000Z,5.29,76.9,112.27,377.65,180.42,24.78,2.62,1.56,1.13,0.4133149130804199
2020-04-02T08:30:00.000000Z,5.73,74.7,154.54,613.48,300.02,42.75,2.97,1.73,1.18,0.41414126972468734
2020-04-02T09:00:00.000000Z,6.63,71.5,220.27,795.58,413.65,62.26,3.33,1.92,1.24,0.41414126972468734
2020-04-02T09:30:00.000000Z,6.8,70.2,175.92,615.05,312.56,47.96,3.59,2.11,1.3,0.4133149130804199
2020-04-02T10:00:00.000000Z,7.45,68.2,305.23,1004.82,526.17,86.6,3.94,2.3,1.38,0.4133149130804199
2020-04-02T10:30:00.000000Z,7.07,66.4,267.46,974.01,500.99,84.61,4.38,2.51,1.48,0.4133149130804199
2020-04-02T11:00:00.000000Z,7.09,67.2,334.63,1143.41,599.63,105.43,4.66,2.72,1.58,0.4133149130804199
2020-04-02T11:30:00.000000Z,6.85,66.0,344.72,1165.03,612.76,110.63,4.9,2.93,1.69,0.4124915161917997
2020-04-02T12:00:00.000000Z,7.11,63.8,265.78,981.58,506.16,91.33,5.1,3.12,1.81,0.4124915161917997
2020-04-02T12:30:00.000000Z,7.0,62.1,243.78,934.48,481.43,89.96,5.14,3.31,1.94,0.4124915161917997
2020-04-02T13:00:00.000000Z,6.71,66.2,219.54,879.94,450.82,87.54,5.11,3.46,2.07,0.4124915161917997
2020-04-02T13:30:00.000000Z,6.89,63.7,170.7,737.99,374.13,73.89,5.04,3.58,2.19,0.4124915161917997
2020-04-02T14:00:00.000000Z,6.54,64.1,63.08,398.07,192.24,36.58,4.95,3.66,2.3,0.411671041260123
2020-04-02T14:30:00.000000Z,5.62,68.1,17.84,135.19,62.55,10.01,4.78,3.7,2.4,0.411671041260123
2020-04-02T15:00:00.000000Z,5.53,69.9,5.9,89.11,40.8,6.45,4.61,3.72,2.48,0.411671041260123
2020-04-02T15:30:00.000000Z,5.36,70.2,-7.65,37.52,16.11,2.43,4.44,3.71,2.54,0.411671041260123
2020-04-02T16:00:00.000000Z,5.17,73.7,-11.34,29.71,12.9,2.07,4.24,3.68,2.59,0.411671041260123
2020-04-02T16:30:00.000000Z,5.02,73.8,-15.79,11.84,4.55,0.77,4.07,3.63,2.61,0.41085345088235137
2020-04-02T17:00:00.000000Z,4.83,75.3,-35.85,7.51,1.25,0.3,3.9,3.57,2.63,0.41085345088235137
2020-04-02T17:30:00.000000Z,5.1,73.6,-17.23,0.36,-0.89,-0.17,3.73,3.51,2.63,0.41085345088235137
2020-04-02T18:00:00.000000Z,5.3,72.8,-16.9,-0.1,-1.1,-0.23,3.6,3.44,2.63,0.4100387080487633
2020-04-02T18:30:00.000000Z,4.69,73.8,-48.36,-0.08,-0.58,0.84,3.52,3.38,2.62,0.4100387080487633
2020-04-02T19:00:00.000000Z,3.18,70.4,-50.48,-0.1,-0.6,-0.29,3.44,3.33,2.6,0.4100387080487633
2020-04-02T19:30:00.000000Z,3.05,68.6,-40.38,-0.08,-0.97,-0.64,3.3,3.28,2.59,0.4100387080487633
2020-04-02T20:00:00.000000Z,2.65,62.9,-48.15,0.05,-1.13,0.23,3.16,3.23,2.57,0.4100387080487633
2020-04-02T20:30:00.000000Z,2.31,64.5,-63.86,-0.09,-1.44,-0.11,3.0,3.16,2.55,0.4100387080487633
2020-04-02T21:00:00.000000Z,2.23,60.1,-49.34,-0.04,-0.94,0.14,2.84,3.08,2.52,0.4100387080487633
2020-04-02T21:30:00.000000Z,2.3,62.1,-40.29,0.04,-1.1,0.18,2.72,3.0,2.5,0.4100387080487633
2020-04-02T22:00:00.000000Z,2.55,57.1,-51.44,-0.11,-2.03,-0.04,2.61,2.91,2.47,0.4100387080487633
2020-04-02T22:30:00.000000Z,2.11,52.9,-71.73,0.02,-3.87,-0.16,2.44,2.84,2.44,0.4100387080487633
2020-04-02T23:00:00.000000Z,1.75,57.0,-39.26,-0.0,-2.22,-0.18,2.23,2.75,2.4,0.4100387080487633
2020-04-02T23:30:00.000000Z,2.06,59.5,-37.38,-0.06,-2.27,-0.24,2.1,2.65,2.36,0.4100387080487633
2020-04-03T00:00:00.000000Z,2.42,60.0,-35.01,-0.19,-2.43,-0.36,2.01,2.55,2.33,0.4100387080487633
2020-04-03T00:30:00.000000Z,2.51,59.4,-33.16,-0.02,-2.53,-0.29,1.93,2.47,2.28,0.4100387080487633
2020-04-03T01:00:00.000000Z,2.56,60.9,-20.36,-0.04,-1.72,-0.36,1.86,2.39,2.24,0.4092267761406245
2020-04-03T01:30:00.000000Z,2.4,61.3,-27.84,-0.12,-2.3,-0.39,1.82,2.33,2.2,0.4092267761406245
2020-04-03T02:00:00.000000Z,2.39,61.7,-20.96,-0.02,-1.66,-0.3,1.78,2.27,2.16,0.4092267761406245
2020-04-03T02:30:00.000000Z,2.31,62.1,-27.52,0.0,-2.01,-0.2,1.74,2.23,2.12,0.4092267761406245
2020-04-03T03:00:00.000000Z,1.98,57.6,-30.83,0.15,-2.05,-0.25,1.7,2.18,2.09,0.4092267761406245
2020-04-03T03:30:00.000000Z,1.61,57.5,-34.92,6.78,0.69,0.17,1.64,2.14,2.05,0.4092267761406245
2020-04-03T04:00:00.000000Z,1.47,55.8,-32.47,53.85,31.77,7.62,1.58,2.09,2.02,0.4092267761406245
2020-04-03T04:30:00.000000Z,1.72,56.0,-8.78,77.58,45.18,9.73,1.53,2.05,1.99,0.4092267761406245
2020-04-03T05:00:00.000000Z,1.71,56.2,1.74,63.27,29.24,4.51,1.51,2.0,1.95,0.4092267761406245
2020-04-03T05:30:00.000000Z,0.14,63.0,14.76,123.99,56.33,17.51,1.5,1.97,1.92,0.4092267761406245
2020-04-03T06:00:00.000000Z,0.46,68.2,30.74,168.22,77.11,18.6,1.49,1.94,1.89,0.4092267761406245
2020-04-03T06:30:00.000000Z,0.51,73.3,52.65,212.24,99.38,17.96,1.54,1.91,1.86,0.4092267761406245
2020-04-03T07:00:00.000000Z,1.06,84.6,89.09,336.42,161.68,21.98,1.71,1.9,1.84,0.4092267761406245
2020-04-03T07:30:00.000000Z,1.71,86.0,70.46,289.65,135.75,18.09,2.07,1.91,1.82,0.4092267761406245
2020-04-03T08:00:00.000000Z,2.46,85.3,165.51,602.01,294.79,40.11,2.4,1.99,1.81,0.4092267761406245
2020-04-03T08:30:00.000000Z,3.3,75.5,183.41,663.69,330.57,46.4,2.74,2.09,1.8,0.4092267761406245
2020-04-03T09:00:00.000000Z,3.83,69.2,241.2,798.84,409.3,59.87,3.1,2.22,1.82,0.40841761892786943
2020-04-03T09:30:00.000000Z,4.0,65.9,207.03,689.35,346.96,52.38,3.36,2.37,1.85,0.40841761892786943
2020-04-03T10:00:00.000000Z,3.23,76.1,165.54,675.77,330.4,51.49,3.58,2.52,1.9,0.40841761892786943
2020-04-03T10:30:00.000000Z,3.76,72.5,306.62,1069.12,546.38,89.03,3.72,2.66,1.96,0.4076112005667767
2020-04-03T11:00:00.000000Z,3.64,71.5,184.01,640.7,318.78,51.33,3.91,2.78,2.03,0.4076112005667767
2020-04-03T11:30:00.000000Z,3.09,67.6,178.41,589.97,289.15,46.6,4.01,2.9,2.1,0.4076112005667767
2020-04-03T12:00:00.000000Z,3.13,65.3,184.82,655.22,323.7,54.34,4.06,3.01,2.18,0.4076112005667767
2020-04-03T12:30:00.000000Z,3.05,63.8,121.82,448.02,216.76,34.39,4.05,3.1,2.25,0.4076112005667767
2020-04-03T13:00:00.000000Z,2.5,61.8,45.14,194.02,87.91,13.69,4.01,3.17,2.32,0.4076112005667767
2020-04-03T13:30:00.000000Z,1.81,66.8,52.28,217.8,101.32,16.07,3.85,3.21,2.38,0.4076112005667767
2020-04-03T14:00:00.000000Z,2.18,62.3,49.86,210.57,98.75,15.93,3.67,3.22,2.43,0.4068074855976591
2020-04-03T14:30:00.000000Z,1.91,63.1,49.98,213.32,100.79,16.17,3.52,3.2,2.46,0.4068074855976591
2020-04-03T15:00:00.000000Z,2.32,64.3,58.12,276.43,134.25,26.81,3.43,3.16,2.49,0.4068074855976591
2020-04-03T15:30:00.000000Z,2.77,61.4,56.69,215.76,118.88,30.79,3.34,3.13,2.5,0.4068074855976591
2020-04-03T16:00:00.000000Z,2.72,56.7,16.2,109.39,59.34,12.86,3.22,3.1,2.51,0.4068074855976591
2020-04-03T16:30:00.000000Z,2.12,56.0,-17.57,51.85,26.47,5.8,3.08,3.06,2.51,0.4068074855976591
2020-04-03T17:00:00.000000Z,1.97,49.0,-69.22,15.84,1.46,0.79,2.85,3.01,2.5,0.4060064389425557
2020-04-03T17:30:00.000000Z,1.77,48.7,-75.37,1.09,-5.77,-0.39,2.57,2.93,2.49,0.4060064389425557
2020-04-03T18:00:00.000000Z,0.93,48.4,-70.55,-0.06,-6.45,-0.53,2.31,2.83,2.48,0.4060064389425557
2020-04-03T18:30:00.000000Z,0.63,51.0,-69.31,0.06,-6.12,-0.39,2.08,2.71,2.45,0.4068074855976591
2020-04-03T19:00:00.000000Z,0.62,53.1,-66.99,-0.19,-5.98,-0.46,1.88,2.6,2.41,0.4060064389425557
2020-04-03T19:30:00.000000Z,0.66,53.4,-66.46,-0.08,-5.58,-0.44,1.71,2.48,2.37,0.4068074855976591
2020-04-03T20:00:00.000000Z,0.7,55.1,-62.64,0.07,-5.37,-0.4,1.56,2.36,2.32,0.4068074855976591
2020-04-03T20:30:00.000000Z,0.99,56.3,-61.06,0.01,-5.56,-0.54,1.44,2.26,2.27,0.4060064389425557
2020-04-03T21:00:00.000000Z,0.17,53.8,-63.52,0.01,-6.34,-0.77,1.32,2.16,2.22,0.4060064389425557
2020-04-03T21:30:00.000000Z,-0.05,52.8,-66.16,-0.09,-5.74,-0.52,1.22,2.07,2.17,0.4060064389425557
2020-04-03T22:00:00.000000Z,0.24,51.7,-63.57,-0.02,-6.24,-0.73,1.13,1.98,2.12,0.4060064389425557
2020-04-03T22:30:00.000000Z,0.71,52.5,-67.45,-0.01,-5.63,-0.54,1.05,1.9,2.07,0.4060064389425557
2020-04-03T23:00:00.000000Z,0.68,49.9,-68.34,-0.08,-6.5,-0.68,0.98,1.82,2.02,0.4060064389425557
2020-04-03T23:30:00.000000Z,0.51,48.5,-69.78,-0.06,-6.06,-0.61,0.91,1.75,1.98,0.4060064389425557
2020-04-04T00:00:00.000000Z,-0.62,49.4,-62.4,0.02,-6.71,-1.09,0.85,1.69,1.93,0.4060064389425557
2020-04-04T00:30:00.000000Z,-1.27,51.2,-61.39,-0.08,-5.98,-0.6,0.78,1.62,1.88,0.4060064389425557
2020-04-04T01:00:00.000000Z,-2.09,51.8,-56.67,0.03,-5.94,-0.75,0.72,1.56,1.84,0.4060064389425557
2020-04-04T01:30:00.000000Z,-2.65,53.7,-59.43,-0.22,-5.58,-0.49,0.66,1.51,1.8,0.40520802590294025
2020-04-04T02:00:00.000000Z,-1.86,49.6,-59.79,-0.04,-5.62,-0.42,0.61,1.45,1.75,0.40520802590294025
2020-04-04T02:30:00.000000Z,-2.38,57.9,-40.72,-0.11,-3.81,-0.34,0.57,1.4,1.71,0.40520802590294025
2020-04-04T03:00:00.000000Z,-3.14,54.0,-57.5,0.75,-5.33,-0.59,0.52,1.35,1.67,0.40520802590294025
2020-04-04T03:30:00.000000Z,-3.6,61.0,-59.52,11.62,0.7,0.92,0.48,1.3,1.63,0.4044122121574065
2020-04-04T04:00:00.000000Z,-3.07,61.1,-47.7,61.62,30.61,10.17,0.44,1.26,1.59,0.4044122121574065
2020-04-04T04:30:00.000000Z,-1.67,67.0,-33.29,157.18,87.12,23.43,0.42,1.21,1.56,0.4044122121574065
2020-04-04T05:00:00.000000Z,1.34,58.4,-23.85,281.28,149.36,30.69,0.43,1.17,1.52,0.4044122121574065
2020-04-04T05:30:00.000000Z,2.12,61.9,3.88,427.99,220.12,40.7,0.43,1.14,1.49,0.4044122121574065
2020-04-04T06:00:00.000000Z,2.61,60.7,50.71,563.22,289.84,51.37,0.46,1.11,1.46,0.4044122121574065
2020-04-04T06:30:00.000000Z,3.04,59.2,96.22,670.75,347.65,64.08,0.48,1.09,1.43,0.4044122121574065
2020-04-04T07:00:00.000000Z,3.39,57.7,153.1,802.54,422.5,76.67,0.5,1.07,1.4,0.4044122121574065
2020-04-04T07:30:00.000000Z,3.85,55.0,200.3,899.06,477.55,83.15,0.52,1.05,1.37,0.4044122121574065
2020-04-04T08:00:00.000000Z,4.15,50.3,255.42,980.92,524.43,87.5,0.55,1.03,1.35,0.4044122121574065
2020-04-04T08:30:00.000000Z,4.38,45.0,297.01,1045.86,561.12,94.01,0.57,1.02,1.33,0.4044122121574065
2020-04-04T09:00:00.000000Z,4.92,42.1,312.28,1097.2,589.23,99.05,0.64,1.03,1.32,0.4044122121574065
2020-04-04T09:30:00.000000Z,5.15,39.3,331.13,1135.95,609.67,103.38,0.8,1.06,1.32,0.4044122121574065
2020-04-04T10:00:00.000000Z,5.53,38.3,337.98,1156.54,620.37,106.25,1.07,1.14,1.34,0.4044122121574065
2020-04-04T10:30:00.000000Z,5.73,38.0,334.52,1162.75,621.72,108.44,1.47,1.27,1.38,0.4044122121574065
2020-04-04T11:00:00.000000Z,5.96,37.9,355.73,1202.74,643.27,113.53,2.07,1.45,1.44,0.4036189637593872
2020-04-04T11:30:00.000000Z,6.35,36.8,346.17,1182.33,633.24,113.54,2.67,1.69,1.51,0.4036189637593872
2020-04-04T12:00:00.000000Z,6.26,34.5,299.94,1090.78,578.15,105.27,3.17,1.96,1.61,0.4036189637593872
2020-04-04T12:30:00.000000Z,5.89,34.6,212.95,853.32,439.05,80.09,3.48,2.22,1.71,0.4028282471348863
2020-04-04T13:00:00.000000Z,5.74,33.2,224.8,893.44,464.32,88.7,3.64,2.46,1.82,0.4028282471348863
2020-04-04T13:30:00.000000Z,5.26,32.7,172.71,780.41,400.3,79.08,3.59,2.63,1.93,0.4028282471348863
2020-04-04T14:00:00.000000Z,5.12,32.5,133.75,671.43,339.54,70.91,3.49,2.75,2.03,0.4028282471348863
2020-04-04T14:30:00.000000Z,4.83,32.6,88.65,555.55,275.14,68.28,3.36,2.81,2.12,0.40204002908017733
2020-04-04T15:00:00.000000Z,4.74,32.4,43.88,429.1,209.61,59.56,3.18,2.84,2.2,0.40204002908017733
2020-04-04T15:30:00.000000Z,4.67,32.2,3.48,282.09,141.36,47.7,2.99,2.83,2.26,0.40204002908017733
2020-04-04T16:00:00.000000Z,4.21,33.3,-28.89,149.54,73.35,27.14,2.76,2.8,2.3,0.4012542767595524
2020-04-04T16:30:00.000000Z,3.4,32.4,-63.04,56.68,14.0,2.61,2.51,2.75,2.33,0.4012542767595524
2020-04-04T17:00:00.000000Z,2.54,33.1,-66.0,18.32,0.46,0.08,2.29,2.68,2.34,0.4012542767595524
2020-04-04T17:30:00.000000Z,0.82,37.5,-64.44,1.52,-6.92,-1.33,2.08,2.59,2.33,0.4012542767595524
2020-04-04T18:00:00.000000Z,-0.37,39.0,-63.76,-0.06,-7.05,-1.12,1.86,2.49,2.31,0.40204002908017733
2020-04-04T18:30:00.000000Z,-1.3,41.9,-61.62,-0.24,-6.39,-0.99,1.66,2.39,2.28,0.40204002908017733
2020-04-04T19:00:00.000000Z,-1.74,41.5,-60.38,0.06,-6.17,-0.89,1.47,2.27,2.24,0.4012542767595524
2020-04-04T19:30:00.000000Z,-2.52,45.4,-58.48,-0.15,-5.81,-0.96,1.32,2.16,2.2,0.40204002908017733
2020-04-04T20:00:00.000000Z,-2.74,45.4,-57.45,-0.01,-5.7,-0.76,1.18,2.05,2.15,0.40204002908017733
2020-04-04T20:30:00.000000Z,-3.76,52.5,-57.14,-0.13,-5.74,-0.43,1.06,1.95,2.1,0.40204002908017733
2020-04-04T21:00:00.000000Z,-3.69,55.2,-49.11,-0.1,-4.47,-0.11,0.96,1.85,2.05,0.40204002908017733
2020-04-04T21:30:00.000000Z,-2.59,54.8,-52.17,-0.06,-4.15,-0.04,0.87,1.76,2.0,0.40204002908017733
2020-04-04T22:00:00.000000Z,-2.68,57.5,-58.07,-0.01,-5.41,-0.62,0.79,1.68,1.94,0.40204002908017733
2020-04-04T22:30:00.000000Z,-3.67,59.3,-55.11,-0.05,-5.29,-0.59,0.72,1.61,1.89,0.40204002908017733
2020-04-04T23:00:00.000000Z,-4.35,64.0,-58.05,-0.09,-4.8,-0.09,0.65,1.53,1.84,0.40204002908017733
2020-04-04T23:30:00.000000Z,-4.06,64.0,-42.42,-0.07,-3.45,0.05,0.59,1.47,1.79,0.40204002908017733
2020-04-05T00:00:00.000000Z,-4.16,64.6,-38.68,0.07,-2.88,0.49,0.54,1.41,1.75,0.40204002908017733
2020-04-05T00:30:00.000000Z,-3.95,65.9,-33.17,0.02,-2.07,0.42,0.5,1.35,1.7,0.4012542767595524
2020-04-05T01:00:00.000000Z,-3.76,68.7,-29.6,-0.02,-2.1,0.51,0.47,1.3,1.65,0.4012542767595524
2020-04-05T01:30:00.000000Z,-3.74,66.9,-37.51,-0.13,-2.52,0.74,0.43,1.25,1.61,0.4012542767595524
2020-04-05T02:00:00.000000Z,-3.85,64.7,-57.98,-0.05,-4.4,0.92,0.39,1.2,1.57,0.4012542767595524
2020-04-05T02:30:00.000000Z,-4.64,62.0,-58.94,-0.12,-4.21,1.69,0.35,1.16,1.52,0.4012542767595524
2020-04-05T03:00:00.000000Z,-4.78,60.9,-58.89,0.83,-3.53,1.72,0.31,1.12,1.48,0.4012542767595524
2020-04-05T03:30:00.000000Z,-5.05,59.5,-56.2,14.87,3.17,3.53,0.27,1.08,1.45,0.4004709577030332
2020-04-05T04:00:00.000000Z,-4.96,66.5,-45.79,72.95,74.36,26.55,0.25,1.04,1.41,0.4004709577030332
2020-04-05T04:30:00.000000Z,-3.74,70.3,-40.86,190.58,179.23,46.0,0.23,1.01,1.37,0.4004709577030332
2020-04-05T05:00:00.000000Z,-1.4,79.7,-42.65,345.07,255.23,43.29,0.25,0.97,1.34,0.4004709577030332
2020-04-05T05:30:00.000000Z,1.06,72.1,-8.38,500.85,340.19,45.48,0.25,0.95,1.31,0.4004709577030332
2020-04-05T06:00:00.000000Z,2.53,63.2,58.19,606.3,308.68,55.35,0.29,0.92,1.28,0.4004709577030332
2020-04-05T06:30:00.000000Z,3.43,52.2,103.91,719.24,374.15,70.75,0.33,0.91,1.25,0.4004709577030332
2020-04-05T07:00:00.000000Z,3.91,47.1,155.71,825.07,434.53,81.07,0.35,0.89,1.22,0.4004709577030332
2020-04-05T07:30:00.000000Z,4.35,44.4,199.93,919.77,489.31,87.5,0.38,0.87,1.2,0.4004709577030332
2020-04-05T08:00:00.000000Z,4.76,41.4,262.8,1001.15,536.26,91.58,0.42,0.86,1.18,0.4004709577030332
2020-04-05T08:30:00.000000Z,4.94,40.8,298.49,1063.43,570.07,97.4,0.44,0.85,1.16,0.4004709577030332
2020-04-05T09:00:00.000000Z,5.43,39.8,304.92,1079.03,576.33,97.54,0.48,0.85,1.15,0.4004709577030332
2020-04-05T09:30:00.000000Z,6.09,38.9,334.88,1151.57,617.05,104.86,0.56,0.86,1.14,0.4004709577030332
2020-04-05T10:00:00.000000Z,6.14,38.4,341.37,1169.01,625.34,107.74,0.71,0.9,1.16,0.39969003980413076
2020-04-05T10:30:00.000000Z,6.3,34.8,337.67,1170.43,624.49,108.45,0.95,0.98,1.19,0.39969003980413076
